seed	s	gen	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	anc_switches	global_75_prop	iDAT_score_25	iDAT_score_125	iDAT_score_0625	iDAT_score_01
1000	0.1	1000	0.9	0.950359	1	0.9131811	0.003633918	0.0006980536	0.99975	15.52865	15.49648	0.3060506	16.3616	0	0	394.4162	1	-Inf	-Inf	-Inf	-Inf
100	0.1	1000	0.9	0.947695	1	0.9248304	0.003552518	0.001074572	1	15.55851	15.5182	0.2363508	16.28889	0	0	384.9254	1	-Inf	-Inf	-Inf	-Inf
101	0.1	1000	0.9	0.9408164	1	0.9311531	0.003407643	0.00131823	1	15.68856	15.63921	0.2217905	16.36498	0	0	369.4338	1	-Inf	-Inf	-Inf	-Inf
102	0.1	1000	0.9	0.957872	1	0.9207367	0.004249295	0.001700237	0.9986	15.24493	15.24705	0.4245742	16.27182	0	0	423.0405	1	-Inf	-Inf	-Inf	-Inf
103	0.1	1000	0.9	0.9517183	1	0.9091705	0.003835588	0.001778428	0.99965	15.50957	15.4554	0.2657264	16.14748	0	0	408.9457	1	-Inf	-Inf	-Inf	-Inf
104	0.1	1000	0.9	0.944865	1	0.9279146	0.003527594	0.001529511	1	15.5815	15.52186	0.2214377	16.17451	0	0	380.1343	1	-Inf	-Inf	-Inf	-Inf
105	0.1	1000	0.9	0.9491049	1	0.9260773	0.004144415	0.00099684	1	15.59438	15.63985	0.4355256	16.57572	0	0	402.1356	1	-Inf	-Inf	-Inf	-Inf
106	0.1	1000	0.9	0.9560097	1	0.920367	0.00353943	0.002471233	0.99885	15.58966	15.57284	0.1529667	16.13511	0	0	392.1806	1	-Inf	-Inf	-Inf	-Inf
107	0.1	1000	0.9	0.943281	1	0.9196875	0.003520292	0.001786787	1	15.55143	15.54083	0.3297463	16.45706	0	0	369.6021	1	-Inf	-Inf	-Inf	-Inf
108	0.1	1000	0.9	0.9560832	1	0.9333328	0.003319028	0.001941337	0.9987	15.01228	14.98813	0.3822492	15.90972	0	0	376.2437	1	-Inf	-Inf	-Inf	-Inf
109	0.1	1000	0.9	0.9506013	1	0.9272193	0.003761342	0.002049342	0.99965	15.48582	15.54714	0.2528665	16.48537	0	0	414.4184	1	-Inf	-Inf	-Inf	-Inf
